Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
"1,2,4,5-Tetrachlorbenzol",95-94-3,LIPODEX,160.81,29.949,66.899,0.001,Ulrich2012cor,,,
Valerophenone,1009-14-9,LIPODEX,166.4,29.905,122.43,0.001,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,LIPODEX,166.58,32.704,252.01,0.001,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,LIPODEX,165.74,29.457,92.448,0.001,Ulrich2012cor,,,
Diphenylether,101-84-8,LIPODEX,174.09,30.494,127.03,0.001,Ulrich2012cor,,,
Acenaphthylene,208-96-8,LIPODEX,188.69,33.639,91.177,0.001,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,LIPODEX,192.44,34.694,109.05,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,LIPODEX,197.57,35.319,123.17,0.001,Ulrich2012cor,,,
1-Naphthol,90-15-3,LIPODEX,225.55,33.479,178.34,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,LIPODEX,199.17,33.451,122.88,0.001,Ulrich2012cor,,,
Fluorene,86-73-7,LIPODEX,206.62,36.249,116.93,0.001,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,LIPODEX,217.0,35.212,191.32,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,LIPODEX,216.12,37.074,133.91,0.001,Ulrich2012cor,,,
Benzophenone,119-61-9,LIPODEX,213.1,36.627,146.8,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,LIPODEX,221.63,36.535,138.83,0.001,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,LIPODEX,215.07,37.723,115.94,0.001,Ulrich2012cor,,,
Phenanthrene,85-01-8,LIPODEX,237.59,39.654,116.01,0.001,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,LIPODEX,245.5,36.849,161.72,0.001,Ulrich2012cor,,,
Carbazole,86-74-8,LIPODEX,258.86,35.374,111.68,0.001,Ulrich2012cor,,,
Fluoranthene,206-44-0,LIPODEX,270.0,39.797,83.526,0.001,Ulrich2012cor,PAH,,
Pyrene,129-00-0,LIPODEX,276.15,39.857,73.46,0.001,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,LIPODEX,156.6,29.981,131.41,0.001,Ulrich2012cor,,,
2-Nitrotoluol,88-72-2,LIPODEX,142.22,27.991,99.248,0.001,Ulrich2012cor,,,
Butyrophenone,495-40-9,LIPODEX,151.9,28.086,78.398,0.001,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,LIPODEX,188.61,30.017,137.07,0.001,Ulrich2012cor,,,
Biphenyl,92-52-4,LIPODEX,172.64,31.193,104.88,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,LIPODEX,208.28,35.514,157.52,0.001,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,LIPODEX,229.89,38.029,166.62,0.001,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,LIPODEX,242.19,42.069,140.88,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,LIPODEX,240.31,41.38,132.45,0.001,Ulrich2012cor,PAH,,
Acridine,260-94-6,LIPODEX,243.32,41.286,133.56,0.001,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,LIPODEX,251.74,37.947,90.311,0.001,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,LIPODEX,253.39,41.468,129.5,0.001,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,LIPODEX,187.84,30.9,205.18,0.001,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,LIPODEX,202.39,33.514,159.29,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,LIPODEX,230.1,35.253,57.333,0.001,Ulrich2012cor,,,
Anthrachinon,84-65-1,LIPODEX,271.83,48.732,162.07,0.001,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,LIPODEX,165.21,25.333,46.346,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,LIPODEX,201.6,41.015,229.33,0.001,Ulrich2012cor,allergenic fragrances,,
Dibenzylamine,103-49-1,PTE-5,214.52,36.792,102.68,0.001,Ulrich2012cor,,,
Chinolin,91-22-5,PTE-5,147.27,31.359,44.255,0.001,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,PTE-5,156.42,33.409,112.86,0.001,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,PTE-5,161.7,32.32,9.8713,0.001,Ulrich2012cor,,,
Cinnamaldehyde,104-55-2,PTE-5,151.88,32.362,102.32,0.001,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,PTE-5,164.96,30.348,3.874,0.001,Ulrich2012cor,,,
Diphenylether,101-84-8,PTE-5,170.86,32.814,72.501,0.001,Ulrich2012cor,,,
Acenaphthylene,208-96-8,PTE-5,180.69,34.833,42.624,0.001,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,PTE-5,185.38,35.978,62.739,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,PTE-5,190.38,36.604,83.382,0.001,Ulrich2012cor,,,
1-Naphthol,90-15-3,PTE-5,186.0,34.162,98.286,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,PTE-5,177.38,33.316,72.055,0.001,Ulrich2012cor,,,
Fluorene,86-73-7,PTE-5,199.12,36.441,63.88,0.001,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,PTE-5,200.89,35.17,90.75,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,PTE-5,201.89,36.757,77.483,0.001,Ulrich2012cor,,,
Benzophenone,119-61-9,PTE-5,203.2,35.856,83.478,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,PTE-5,213.61,36.965,94.776,0.001,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,PTE-5,217.3,38.84,79.083,0.001,Ulrich2012cor,,,
Phenanthrene,85-01-8,PTE-5,225.8,39.287,72.202,0.001,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,PTE-5,238.82,36.299,127.33,0.001,Ulrich2012cor,,,
Carbazole,86-74-8,PTE-5,229.48,37.765,80.048,0.001,Ulrich2012cor,,,
Fluoranthene,206-44-0,PTE-5,257.87,41.512,78.285,0.001,Ulrich2012cor,PAH,,
Pyrene,129-00-0,PTE-5,264.47,42.78,82.073,0.001,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,PTE-5,149.25,32.222,16.518,0.001,Ulrich2012cor,,,
Biphenyl,92-52-4,PTE-5,168.08,32.478,38.967,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,PTE-5,189.5,34.425,79.789,0.001,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,PTE-5,218.95,36.296,98.377,0.001,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,PTE-5,226.69,39.648,84.244,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,PTE-5,226.49,39.192,75.009,0.001,Ulrich2012cor,PAH,,
Acridine,260-94-6,PTE-5,228.56,40.341,93.992,0.001,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,PTE-5,236.4,40.823,105.26,0.001,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,PTE-5,241.54,40.084,82.139,0.001,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,PTE-5,195.11,33.242,93.898,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,PTE-5,224.17,40.441,93.962,0.001,Ulrich2012cor,,,
Anthrachinon,84-65-1,PTE-5,246.94,40.57,84.872,0.001,Ulrich2012cor,,,
Anthrone,90-44-8,PTE-5,246.22,42.005,103.03,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,PTE-5,179.45,35.466,66.631,0.001,Ulrich2012cor,allergenic fragrances,,
3-Chlorophenol,108-43-0,SLB-IL100,196.59,40.747,193.84,0.001,Ulrich2012cor,,,
Cycloheptanon,502-42-1,SLB-IL100,135.16,31.268,26.99,0.001,Ulrich2012cor,,,
Benzaldehyde,100-52-7,SLB-IL100,131.11,30.696,104.0,0.001,Ulrich2012cor,allergenic fragrances,aldehyde,
Phenol,108-95-2,SLB-IL100,160.93,33.712,182.38,0.001,Ulrich2012cor,aromatic,,
4-Fluoroaniline,371-40-4,SLB-IL100,155.39,33.129,160.75,0.001,Ulrich2012cor,aromatic,,
Aniline,62-53-3,SLB-IL100,152.97,32.753,161.65,0.001,Ulrich2012cor,anilines,aromatic,
Benzonitril,100-47-0,SLB-IL100,141.22,32.869,119.67,0.001,Ulrich2012cor,,,
N-Methylaniline,100-61-8,SLB-IL100,148.72,31.065,158.68,0.001,Ulrich2012cor,,,
Acetophenone,98-86-2,SLB-IL100,151.55,32.176,116.44,0.001,Ulrich2012cor,phenones,aromatic,
4-Methylphenol,106-44-5,SLB-IL100,169.79,33.794,185.36,0.001,Ulrich2012cor,aromatic,,
Benzyl alcohol,100-51-6,SLB-IL100,160.16,33.067,179.26,0.001,Ulrich2012cor,allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,SLB-IL100,164.77,32.114,210.34,0.001,Ulrich2012cor,aromatic,,
"1,2,4-Trichlorbenzol",120-82-1,SLB-IL100,109.25,25.889,98.628,0.001,Ulrich2012cor,,,
2-Nitrophenol,88-75-5,SLB-IL100,149.64,33.236,153.15,0.001,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,SLB-IL100,148.41,31.982,140.49,0.001,Ulrich2012cor,PAH,,
"1,3-Dibromobenzene",108-36-1,SLB-IL100,114.65,28.495,13.349,0.001,Ulrich2012cor,,,
4-Chlorphenol,106-48-9,SLB-IL100,198.12,40.876,195.68,0.001,Ulrich2012cor,,,
4-Chloranilin,106-47-8,SLB-IL100,190.62,40.876,199.29,0.001,Ulrich2012cor,,,
Chinolin,91-22-5,SLB-IL100,183.38,41.168,233.78,0.001,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,SLB-IL100,160.63,33.382,195.87,0.001,Ulrich2012cor,,,
Valerophenone,1009-14-9,SLB-IL100,168.19,32.689,233.08,0.001,Ulrich2012cor,phenones,phenone,
Butyl benzoate,136-60-7,SLB-IL100,158.16,29.514,158.11,0.001,Ulrich2012cor,,,
Diphenylether,101-84-8,SLB-IL100,158.07,31.632,207.87,0.001,Ulrich2012cor,,,
1-Bromonaphthalene,90-11-9,SLB-IL100,186.42,38.849,183.24,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,SLB-IL100,199.0,41.154,200.77,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,SLB-IL100,246.32,46.506,128.79,0.001,Ulrich2012cor,,,
Fluorene,86-73-7,SLB-IL100,209.81,39.881,162.53,0.001,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,SLB-IL100,235.37,48.321,254.3,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,SLB-IL100,243.89,47.135,151.04,0.001,Ulrich2012cor,,,
Benzophenone,119-61-9,SLB-IL100,229.12,41.914,165.2,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,SLB-IL100,223.82,40.491,208.91,0.001,Ulrich2012cor,,,
Phenanthrene,85-01-8,SLB-IL100,257.33,49.54,166.42,0.001,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,SLB-IL100,246.3,35.882,166.38,0.001,Ulrich2012cor,,,
4-Methyl-2-Nitrophenol,119-33-5,SLB-IL100,161.5,34.078,153.8,0.001,Ulrich2012cor,,,
2-Nitrotoluol,88-72-2,SLB-IL100,154.13,32.613,231.07,0.001,Ulrich2012cor,,,
Butyrophenone,495-40-9,SLB-IL100,160.25,31.072,115.28,0.001,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,SLB-IL100,234.22,44.87,126.53,0.001,Ulrich2012cor,,,
Biphenyl,92-52-4,SLB-IL100,166.37,31.501,68.512,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,SLB-IL100,248.07,46.158,144.25,0.001,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,SLB-IL100,235.45,41.098,199.89,0.001,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,SLB-IL100,262.53,51.528,166.28,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,SLB-IL100,258.03,50.733,176.05,0.001,Ulrich2012cor,PAH,,
1-Methylanthracene,610-48-0,SLB-IL100,269.03,53.225,195.86,0.001,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,SLB-IL100,168.89,31.005,82.321,0.001,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,SLB-IL100,234.03,39.335,176.98,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,SLB-IL100,246.95,50.621,189.82,0.001,Ulrich2012cor,,,
Anthrachinon,84-65-1,SLB-IL100,283.34,48.794,147.21,0.001,Ulrich2012cor,,,
1-Benzofuran,271-89-6,SLB-IL100,112.49,25.3,48.267,0.001,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,SLB-IL100,172.36,31.64,128.07,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,SLB-IL100,248.57,39.146,33.45,0.001,Ulrich2012cor,allergenic fragrances,,
3-Chlorophenol,108-43-0,SPB1000,240.38,36.601,104.89,0.001282051282051282,Ulrich2012cor,,,
Phenol,108-95-2,SPB1000,195.02,32.658,86.348,0.001282051282051282,Ulrich2012cor,aromatic,,
4-Fluoroaniline,371-40-4,SPB1000,175.86,32.044,80.338,0.001282051282051282,Ulrich2012cor,aromatic,,
Aniline,62-53-3,SPB1000,167.01,31.564,58.255,0.001282051282051282,Ulrich2012cor,anilines,aromatic,
Dibenzylamine,103-49-1,SPB1000,252.04,42.708,126.67,0.001282051282051282,Ulrich2012cor,,,
Benzonitril,100-47-0,SPB1000,151.34,34.024,114.1,0.001282051282051282,Ulrich2012cor,,,
N-Methylaniline,100-61-8,SPB1000,163.69,32.803,107.33,0.001282051282051282,Ulrich2012cor,,,
Acetophenone,98-86-2,SPB1000,157.13,33.808,85.096,0.001282051282051282,Ulrich2012cor,phenones,aromatic,
4-Methylphenol,106-44-5,SPB1000,202.75,33.089,96.28,0.001282051282051282,Ulrich2012cor,aromatic,,
Benzyl alcohol,100-51-6,SPB1000,182.17,33.883,121.5,0.001282051282051282,Ulrich2012cor,allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,SPB1000,201.9,32.947,112.33,0.001282051282051282,Ulrich2012cor,aromatic,,
2-Nitrophenol,88-75-5,SPB1000,184.23,40.274,147.1,0.001282051282051282,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,SPB1000,170.13,37.43,136.87,0.001282051282051282,Ulrich2012cor,PAH,,
"1,3-Dibromobenzene",108-36-1,SPB1000,164.56,37.011,178.75,0.001282051282051282,Ulrich2012cor,,,
4-Chlorphenol,106-48-9,SPB1000,240.55,37.06,114.18,0.001282051282051282,Ulrich2012cor,,,
4-Chloranilin,106-47-8,SPB1000,217.98,38.904,140.62,0.001282051282051282,Ulrich2012cor,,,
Chinolin,91-22-5,SPB1000,195.81,38.57,82.844,0.001282051282051282,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,SPB1000,185.13,39.719,133.73,0.001282051282051282,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,SPB1000,176.97,38.178,140.28,0.001282051282051282,Ulrich2012cor,,,
Valerophenone,1009-14-9,SPB1000,188.01,37.148,126.54,0.001282051282051282,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,SPB1000,208.9,42.694,152.75,0.001282051282051282,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SPB1000,182.86,36.944,144.76,0.001282051282051282,Ulrich2012cor,,,
Diphenylether,101-84-8,SPB1000,201.41,38.838,119.75,0.001282051282051282,Ulrich2012cor,,,
Acenaphthylene,208-96-8,SPB1000,225.58,42.831,100.61,0.001282051282051282,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,SPB1000,225.32,43.1,98.802,0.001282051282051282,Ulrich2012cor,,,
Dibenzofuran,132-64-9,SPB1000,231.89,42.815,102.52,0.001282051282051282,Ulrich2012cor,,,
1-Naphthol,90-15-3,SPB1000,282.31,39.55,113.37,0.001282051282051282,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,SPB1000,250.31,41.949,100.05,0.001282051282051282,Ulrich2012cor,,,
Fluorene,86-73-7,SPB1000,240.26,43.869,100.58,0.001282051282051282,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,SPB1000,258.92,41.534,147.51,0.001282051282051282,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,SPB1000,262.3,44.952,102.11,0.001282051282051282,Ulrich2012cor,,,
Benzophenone,119-61-9,SPB1000,251.7,42.937,109.6,0.001282051282051282,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,SPB1000,252.34,42.107,115.55,0.001282051282051282,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,SPB1000,233.37,44.39,101.86,0.001282051282051282,Ulrich2012cor,,,
Phenanthrene,85-01-8,SPB1000,277.36,47.016,100.76,0.001282051282051282,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,SPB1000,266.33,41.547,152.64,0.001282051282051282,Ulrich2012cor,,,
Fluoranthene,206-44-0,SPB1000,312.76,47.066,85.692,0.001282051282051282,Ulrich2012cor,PAH,,
Pyrene,129-00-0,SPB1000,322.45,48.838,85.459,0.001282051282051282,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,SPB1000,194.84,41.592,153.24,0.001282051282051282,Ulrich2012cor,,,
2-Nitrotoluol,88-72-2,SPB1000,174.89,37.144,129.09,0.001282051282051282,Ulrich2012cor,,,
Butyrophenone,495-40-9,SPB1000,175.08,35.789,122.01,0.001282051282051282,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,SPB1000,244.66,40.141,114.76,0.001282051282051282,Ulrich2012cor,,,
Biphenyl,92-52-4,SPB1000,199.45,38.841,113.04,0.001282051282051282,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,SPB1000,254.44,42.746,110.99,0.001282051282051282,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,SPB1000,263.29,42.703,121.93,0.001282051282051282,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,SPB1000,284.64,47.661,103.01,0.001282051282051282,Ulrich2012cor,,,
Anthracene,120-12-7,SPB1000,278.35,47.441,100.66,0.001282051282051282,Ulrich2012cor,PAH,,
Acridine,260-94-6,SPB1000,288.14,48.517,109.94,0.001282051282051282,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,SPB1000,290.68,48.402,106.11,0.001282051282051282,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,SPB1000,256.62,61.478,292.33,0.001282051282051282,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,SPB1000,235.83,38.831,130.73,0.001282051282051282,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,SPB1000,268.91,43.464,79.638,0.001282051282051282,Ulrich2012cor,,,
Anthrachinon,84-65-1,SPB1000,311.24,48.057,93.035,0.001282051282051282,Ulrich2012cor,,,
Anthrone,90-44-8,SPB1000,312.82,48.702,96.183,0.001282051282051282,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,SPB1000,209.7,33.701,106.52,0.001282051282051282,Ulrich2012cor,,,
Coumarin,91-64-5,SPB1000,256.53,48.408,125.52,0.001282051282051282,Ulrich2012cor,allergenic fragrances,,
Dibenzylamine,103-49-1,SPB20,219.13,35.684,93.316,0.001282051282051282,Ulrich2012cor,,,
"1,2,4-Trichlorbenzol",120-82-1,SPB20,139.25,31.366,34.945,0.001282051282051282,Ulrich2012cor,,,
2-Nitrophenol,88-75-5,SPB20,135.43,31.255,5.8411,0.001282051282051282,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,SPB20,142.85,31.859,36.791,0.001282051282051282,Ulrich2012cor,PAH,,
"1,3-Dibromobenzene",108-36-1,SPB20,142.88,31.542,13.28,0.001282051282051282,Ulrich2012cor,,,
4-Chlorphenol,106-48-9,SPB20,140.87,29.373,43.238,0.001282051282051282,Ulrich2012cor,,,
4-Chloranilin,106-47-8,SPB20,147.98,31.699,91.524,0.001282051282051282,Ulrich2012cor,,,
Chinolin,91-22-5,SPB20,154.66,32.217,4.9873,0.001282051282051282,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,SPB20,159.6,32.381,28.46,0.001282051282051282,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,SPB20,163.72,32.908,54.813,0.001282051282051282,Ulrich2012cor,,,
Valerophenone,1009-14-9,SPB20,165.97,31.05,61.832,0.001282051282051282,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,SPB20,158.44,31.604,56.469,0.001282051282051282,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SPB20,167.01,30.822,57.894,0.001282051282051282,Ulrich2012cor,,,
Diphenylether,101-84-8,SPB20,175.39,32.357,46.91,0.001282051282051282,Ulrich2012cor,,,
Acenaphthylene,208-96-8,SPB20,186.94,35.424,55.185,0.001282051282051282,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,SPB20,191.2,36.142,68.259,0.001282051282051282,Ulrich2012cor,,,
Dibenzofuran,132-64-9,SPB20,194.81,35.958,70.92,0.001282051282051282,Ulrich2012cor,,,
1-Naphthol,90-15-3,SPB20,194.17,35.444,103.78,0.001282051282051282,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,SPB20,189.24,33.678,79.831,0.001282051282051282,Ulrich2012cor,,,
Fluorene,86-73-7,SPB20,204.58,36.771,72.695,0.001282051282051282,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,SPB20,208.18,35.119,91.949,0.001282051282051282,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,SPB20,210.87,36.583,73.873,0.001282051282051282,Ulrich2012cor,,,
Benzophenone,119-61-9,SPB20,209.94,34.902,70.744,0.001282051282051282,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,SPB20,217.1,35.387,74.082,0.001282051282051282,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,SPB20,219.47,38.099,80.186,0.001282051282051282,Ulrich2012cor,,,
Phenanthrene,85-01-8,SPB20,232.68,39.317,78.184,0.001282051282051282,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,SPB20,241.13,33.912,110.31,0.001282051282051282,Ulrich2012cor,,,
Carbazole,86-74-8,SPB20,240.51,38.973,95.86,0.001282051282051282,Ulrich2012cor,,,
Fluoranthene,206-44-0,SPB20,266.32,42.11,86.815,0.001282051282051282,Ulrich2012cor,PAH,,
Pyrene,129-00-0,SPB20,273.74,42.976,82.911,0.001282051282051282,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,SPB20,152.95,32.056,64.407,0.001282051282051282,Ulrich2012cor,,,
Butyrophenone,495-40-9,SPB20,150.95,29.903,16.471,0.001282051282051282,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,SPB20,163.01,31.986,57.753,0.001282051282051282,Ulrich2012cor,,,
Biphenyl,92-52-4,SPB20,172.31,32.833,58.081,0.001282051282051282,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,SPB20,199.05,34.466,93.894,0.001282051282051282,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,SPB20,224.17,34.465,73.343,0.001282051282051282,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,SPB20,233.43,37.521,52.663,0.001282051282051282,Ulrich2012cor,,,
Anthracene,120-12-7,SPB20,233.96,39.939,85.503,0.001282051282051282,Ulrich2012cor,PAH,,
Acridine,260-94-6,SPB20,235.97,39.135,79.556,0.001282051282051282,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,SPB20,246.84,40.246,107.94,0.001282051282051282,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,SPB20,248.91,40.86,90.996,0.001282051282051282,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,SPB20,167.96,33.285,72.642,0.001282051282051282,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,SPB20,201.63,33.207,109.2,0.001282051282051282,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,SPB20,228.45,37.458,56.346,0.001282051282051282,Ulrich2012cor,,,
Anthrachinon,84-65-1,SPB20,257.93,41.194,94.978,0.001282051282051282,Ulrich2012cor,,,
Anthrone,90-44-8,SPB20,255.74,41.676,102.55,0.001282051282051282,Ulrich2012cor,,,
Coumarin,91-64-5,SPB20,190.47,36.904,111.91,0.001282051282051282,Ulrich2012cor,allergenic fragrances,,
Ethylbenzene,100-41-4,SPBoctyl,127.29,35.899,43.061,0.0003201024327784891,Ulrich2012cor,BTEX,aromatic,
Nonane,111-84-2,SPBoctyl,133.31,34.0,32.912,0.0003201024327784891,Ulrich2012cor,alkanes,alkane,
Cyclohexanol,108-93-0,SPBoctyl,124.36,37.343,101.45,0.0003201024327784891,Ulrich2012cor,alcohol,,
Octanal,124-13-0,SPBoctyl,130.69,19.495,2081.6,0.0003201024327784891,Ulrich2012cor,aldehyde,,
3-Chlorophenol,108-43-0,SPBoctyl,175.43,41.012,26.987,0.0003201024327784891,Ulrich2012cor,,,
4-Fluoroaniline,371-40-4,SPBoctyl,143.12,39.324,59.196,0.0003201024327784891,Ulrich2012cor,aromatic,,
Aniline,62-53-3,SPBoctyl,143.73,40.231,57.665,0.0003201024327784891,Ulrich2012cor,anilines,aromatic,
Dibenzylamine,103-49-1,SPBoctyl,278.07,46.428,46.504,0.0003201024327784891,Ulrich2012cor,,,
Benzonitril,100-47-0,SPBoctyl,143.47,39.808,25.683,0.0003201024327784891,Ulrich2012cor,,,
N-Methylaniline,100-61-8,SPBoctyl,167.76,41.596,27.308,0.0003201024327784891,Ulrich2012cor,,,
Acetophenone,98-86-2,SPBoctyl,166.48,41.2,22.98,0.0003201024327784891,Ulrich2012cor,phenones,aromatic,
4-Methylphenol,106-44-5,SPBoctyl,154.9,39.401,21.206,0.0003201024327784891,Ulrich2012cor,aromatic,,
Benzyl alcohol,100-51-6,SPBoctyl,154.0,40.625,18.483,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,SPBoctyl,175.72,41.367,35.741,0.0003201024327784891,Ulrich2012cor,aromatic,,
"1,2,4-Trichlorbenzol",120-82-1,SPBoctyl,202.08,44.884,30.087,0.0003201024327784891,Ulrich2012cor,,,
2-Nitrophenol,88-75-5,SPBoctyl,183.91,43.644,26.637,0.0003201024327784891,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,SPBoctyl,204.09,44.895,14.986,0.0003201024327784891,Ulrich2012cor,PAH,,
"1,3-Dibromobenzene",108-36-1,SPBoctyl,206.92,45.629,23.061,0.0003201024327784891,Ulrich2012cor,,,
4-Chlorphenol,106-48-9,SPBoctyl,176.52,42.201,49.889,0.0003201024327784891,Ulrich2012cor,,,
4-Chloranilin,106-47-8,SPBoctyl,190.94,43.945,23.31,0.0003201024327784891,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,SPBoctyl,223.4,45.663,27.126,0.0003201024327784891,Ulrich2012cor,,,
