Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
4-Methylphenol,106-44-5,SPB1000,-92.081,3.3035,12355.0,221.33,11.58,0.46096,202.75,0.095572,33.089,0.14082,96.28,3.8326,-56909.0,243.28,-75.741,0.5095,-67765.0,496.41,-101.77,1.1553,90.0,0.001282051282051282,4.0,1.0,1.0652e-6,1.0652e-6,Ulrich2012cor,String[],aromatic,,
Benzyl alcohol,100-51-6,SPB1000,-112.22,19.076,12772.0,1223.8,14.613,2.6786,182.17,0.22063,33.883,0.55857,121.5,22.271,-50872.0,840.09,-67.887,1.8427,-62070.0,2218.7,-95.367,5.3646,90.0,0.001282051282051282,4.0,0.99999,3.597e-5,3.597e-5,Ulrich2012cor,String[],allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,SPB1000,-105.92,5.3433,13268.0,357.39,13.51,0.74578,201.9,0.14914,32.947,0.22399,112.33,6.2008,-56951.0,388.82,-76.041,0.81589,-69520.0,796.31,-106.21,1.8557,90.0,0.001282051282051282,4.0,1.0,2.7883e-6,2.7883e-6,Ulrich2012cor,String[],aromatic,,
"1,2,4-Trichlorbenzol",120-82-1,SPB1000,38.709,Inf,3059.6,Inf,-6.702,Inf,154.12,Inf,30.821,Inf,-55.723,Inf,-49248.0,Inf,-71.419,Inf,-45675.0,Inf,-62.359,Inf,90.0,0.001282051282051282,3.0,1.0,4.6308e-22,Inf,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
2-Nitrophenol,88-75-5,SPB1000,-132.15,16.804,13287.0,1082.8,17.692,2.3581,184.23,0.25752,40.274,0.74307,147.1,19.606,-43189.0,798.32,-50.583,1.743,-57051.0,2013.9,-84.521,4.8491,90.0,0.001282051282051282,4.0,0.99999,2.7876e-5,2.7876e-5,Ulrich2012cor,String[],aromatic,,
Naphthalene,91-20-3,SPB1000,-123.35,35.329,12547.0,2210.7,16.461,4.9799,170.13,0.2832,37.43,0.85298,136.87,41.405,-43649.0,996.26,-54.625,2.2448,-54615.0,3464.9,-81.914,8.5562,90.0,0.001282051282051282,4.0,0.99994,0.00012432,0.00012432,Ulrich2012cor,String[],PAH,,
"1,3-Dibromobenzene",108-36-1,SPB1000,-158.8,56.507,14587.0,3495.8,21.499,7.9793,164.56,0.44955,37.011,1.0432,178.75,66.344,-43041.0,1216.4,-54.49,2.7734,-56370.0,5096.3,-87.872,12.699,90.0,0.001282051282051282,4.0,0.99983,0.00031919,0.00031919,Ulrich2012cor,String[],,,
4-Chlorphenol,106-48-9,SPB1000,-108.04,1.3093,14175.0,95.416,13.733,0.1807,240.55,0.11649,37.06,0.11208,114.18,1.5025,-59204.0,181.06,-71.408,0.34955,-76394.0,291.27,-111.01,0.62908,90.0,0.001282051282051282,4.0,1.0,1.637e-7,1.637e-7,Ulrich2012cor,String[],,,
4-Chloranilin,106-47-8,SPB1000,-129.07,5.8497,14507.0,405.49,16.913,0.81257,217.98,0.32328,38.904,0.44217,140.62,6.7561,-51551.0,589.82,-61.121,1.195,-69549.0,1050.6,-103.58,2.3684,90.0,0.001282051282051282,4.0,1.0,3.3101e-6,3.3101e-6,Ulrich2012cor,String[],,,
Chinolin,91-22-5,SPB1000,-78.132,6.6153,10375.0,436.73,9.9638,0.92503,195.81,0.16935,38.57,0.33915,82.844,7.6911,-47409.0,418.29,-57.252,0.8897,-56175.0,915.65,-78.436,2.1593,90.0,0.001282051282051282,4.0,1.0,4.2897e-6,4.2897e-6,Ulrich2012cor,String[],,,
2-Methylnaphthalen,91-57-6,SPB1000,-120.91,18.318,12659.0,1182.6,16.085,2.5698,185.13,0.29015,39.719,0.80281,133.73,21.367,-43965.0,890.38,-52.092,1.94,-56688.0,2220.4,-83.208,5.3382,90.0,0.001282051282051282,4.0,0.99998,3.3107e-5,3.3107e-5,Ulrich2012cor,String[],,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,SPB1000,-126.47,47.854,12901.0,3037.2,16.872,6.7306,176.97,0.48124,38.178,1.5371,140.28,55.961,-44124.0,1779.0,-54.185,3.948,-56325.0,5183.7,-84.304,12.649,90.0,0.001282051282051282,4.0,0.99989,0.0002271,0.0002271,Ulrich2012cor,String[],,,
Valerophenone,1009-14-9,SPB1000,-115.71,11.806,12744.0,766.8,15.22,1.6548,188.01,0.20263,37.148,0.48313,126.54,13.759,-47601.0,620.49,-59.377,1.3432,-60004.0,1485.4,-89.613,3.5524,90.0,0.001282051282051282,4.0,0.99999,1.3728e-5,1.3728e-5,Ulrich2012cor,String[],phenones,phenone,
Cinnamaldehyde,104-55-2,SPB1000,-137.89,2.6511,14299.0,180.17,18.371,0.36924,208.9,0.12246,42.694,0.21567,152.75,3.0701,-45254.0,229.76,-50.035,0.47483,-63415.0,432.72,-93.298,0.99242,90.0,0.001282051282051282,4.0,1.0,6.835e-7,6.835e-7,Ulrich2012cor,String[],aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SPB1000,-131.08,26.562,13568.0,1706.7,17.41,3.7291,182.86,0.34749,36.944,0.94955,144.76,31.005,-46801.0,1205.0,-58.788,2.639,-60243.0,3122.8,-91.75,7.5392,90.0,0.001282051282051282,4.0,0.99997,6.9714e-5,6.9714e-5,Ulrich2012cor,String[],,,
Diphenylether,101-84-8,SPB1000,-110.1,0.58234,12633.0,38.917,14.402,0.081291,201.41,0.018809,38.838,0.034001,119.75,0.67589,-48212.0,42.379,-57.751,0.089029,-61553.0,86.536,-89.792,0.20173,90.0,0.001282051282051282,4.0,1.0,3.3128e-8,3.3128e-8,Ulrich2012cor,String[],,,
Acenaphthylene,208-96-8,SPB1000,-93.642,1.4396,11842.0,101.43,12.101,0.19953,225.58,0.10666,42.831,0.14194,100.61,1.659,-48285.0,161.34,-52.973,0.32151,-61925.0,277.82,-84.891,0.61785,90.0,0.001282051282051282,4.0,1.0,1.9959e-7,1.9959e-7,Ulrich2012cor,String[],PAH,,
1-Bromonaphthalene,90-11-9,SPB1000,-91.989,2.7206,11688.0,191.57,11.883,0.37713,225.32,0.20155,43.1,0.27063,98.802,3.1356,-47933.0,303.46,-52.319,0.60505,-61303.0,523.51,-83.612,1.1649,90.0,0.001282051282051282,4.0,1.0,7.1299e-7,7.1299e-7,Ulrich2012cor,String[],,,
Dibenzofuran,132-64-9,SPB1000,-95.604,3.4287,12185.0,245.04,12.33,0.47438,231.89,0.29407,42.815,0.36168,102.52,3.9442,-49532.0,422.38,-54.234,0.83046,-64079.0,704.27,-88.047,1.5467,90.0,0.001282051282051282,4.0,1.0,1.1281e-6,1.1281e-6,Ulrich2012cor,String[],,,
1-Naphthol,90-15-3,SPB1000,-108.58,Inf,15375.0,Inf,13.635,Inf,282.31,Inf,39.55,Inf,113.37,Inf,-64863.0,Inf,-72.93,Inf,-86665.0,Inf,-121.11,Inf,90.0,0.001282051282051282,3.0,1.0,3.3435e-23,Inf,Ulrich2012cor,String[],,,
"1,3-Dinitrobenzol",99-65-0,SPB1000,-94.57,4.4965,12831.0,335.12,12.033,0.61892,250.31,0.54272,41.949,0.5351,100.05,5.1459,-54310.0,701.85,-59.909,1.3278,-70348.0,1090.1,-96.491,2.3101,90.0,0.001282051282051282,4.0,1.0,1.9203e-6,1.9203e-6,Ulrich2012cor,String[],,,
Fluorene,86-73-7,SPB1000,-94.029,3.0671,12219.0,223.41,12.097,0.42335,240.26,0.32116,43.869,0.3681,100.58,3.5199,-49958.0,423.82,-53.464,0.81875,-65071.0,681.49,-88.291,1.4722,90.0,0.001282051282051282,4.0,1.0,8.985e-7,8.985e-7,Ulrich2012cor,String[],PAH,,
Diphenylamine,122-39-4,SPB1000,-136.64,3.196,16256.0,243.87,17.742,0.43884,258.92,0.4407,41.534,0.41262,147.51,3.6487,-56673.0,570.79,-62.671,1.0618,-81591.0,849.79,-119.02,1.7625,90.0,0.001282051282051282,4.0,1.0,9.6545e-7,9.6545e-7,Ulrich2012cor,String[],,,
1-Nitronaphthalene,86-57-7,SPB1000,-96.081,0.28131,12954.0,21.578,12.281,0.038594,262.3,0.044248,44.952,0.042307,102.11,0.32088,-53030.0,50.673,-55.196,0.093569,-70623.0,75.658,-94.844,0.15649,90.0,0.001282051282051282,4.0,1.0,7.467e-9,7.467e-9,Ulrich2012cor,String[],,,
Benzophenone,119-61-9,SPB1000,-102.69,1.1937,13334.0,89.318,13.182,0.16424,251.7,0.15105,42.937,0.15187,109.6,1.3656,-53342.0,191.16,-57.792,0.36068,-71065.0,294.26,-98.157,0.62118,90.0,0.001282051282051282,4.0,1.0,1.3523e-7,1.3523e-7,Ulrich2012cor,String[],,,
2-phenylethenylbenzene,103-30-0,SPB1000,-108.16,2.2009,13861.0,164.97,13.897,0.30276,252.34,0.27615,42.107,0.27146,115.55,2.5173,-54527.0,356.17,-59.921,0.67118,-73285.0,546.39,-102.62,1.1515,90.0,0.001282051282051282,4.0,1.0,4.5953e-7,4.5953e-7,Ulrich2012cor,String[],,,
Hexachlorbenzol,118-74-1,SPB1000,-94.682,0.37608,11985.0,26.97,12.251,0.052011,233.37,0.034545,44.39,0.043375,101.86,0.43244,-48054.0,47.411,-51.03,0.092929,-62658.0,78.422,-84.923,0.17169,90.0,0.001282051282051282,4.0,1.0,1.3561e-8,1.3561e-8,Ulrich2012cor,String[],,,
Phenanthrene,85-01-8,SPB1000,-95.032,2.5969,13117.0,206.61,12.119,0.35483,277.36,0.52875,47.016,0.47137,100.76,2.9502,-53594.0,547.09,-53.512,0.9805,-72472.0,786.55,-95.43,1.5797,90.0,0.001282051282051282,4.0,1.0,6.3119e-7,6.3119e-7,Ulrich2012cor,String[],PAH,,
Dibutyl Phthalate,84-74-2,SPB1000,-141.56,4.6384,16909.0,360.55,18.359,0.6356,266.33,0.71611,41.547,0.63365,152.64,5.2847,-58243.0,901.65,-64.12,1.6528,-85158.0,1314.2,-124.53,2.6843,90.0,0.001282051282051282,4.0,1.0,2.0253e-6,2.0253e-6,Ulrich2012cor,String[],,,
Fluoranthene,206-44-0,SPB1000,-83.166,Inf,13332.0,Inf,10.306,Inf,312.76,Inf,47.066,Inf,85.692,Inf,-60644.0,Inf,-59.662,Inf,-79733.0,Inf,-100.65,Inf,90.0,0.001282051282051282,3.0,1.0,2.7304e-22,Inf,Ulrich2012cor,String[],PAH,,
Pyrene,129-00-0,SPB1000,-82.876,Inf,13386.0,Inf,10.278,Inf,322.45,Inf,48.838,Inf,85.459,Inf,-60394.0,Inf,-57.558,Inf,-80260.0,Inf,-99.84,Inf,90.0,0.001282051282051282,3.0,1.0,9.545200000000001e-29,Inf,Ulrich2012cor,String[],PAH,,
4-Methyl-2-Nitrophenol,119-33-5,SPB1000,-137.73,5.781,13891.0,381.03,18.431,0.8086,194.84,0.153,41.592,0.34874,153.24,6.7231,-43781.0,368.21,-49.71,0.78501,-59846.0,796.4,-88.575,1.8786,90.0,0.001282051282051282,4.0,1.0,3.2778e-6,3.2778e-6,Ulrich2012cor,String[],,,
2-Nitrotoluol,88-72-2,SPB1000,-117.1,28.784,12361.0,1818.9,15.526,4.0511,174.89,0.25833,37.144,0.8151,129.09,33.683,-44933.0,987.38,-56.447,2.2015,-55892.0,3025.7,-83.565,7.411,90.0,0.001282051282051282,4.0,0.99996,8.2274e-5,8.2274e-5,Ulrich2012cor,String[],,,
Butyrophenone,495-40-9,SPB1000,-111.51,7.3585,12191.0,465.18,14.674,1.0356,175.08,0.064085,35.789,0.19437,122.01,8.6104,-46675.0,253.84,-60.29,0.56573,-57054.0,775.44,-85.97,1.8988,90.0,0.001282051282051282,4.0,1.0,5.3764e-6,5.3764e-6,Ulrich2012cor,String[],phenones,phenone,
Indole,120-72-9,SPB1000,-107.69,3.5629,13826.0,262.23,13.802,0.49117,244.66,0.37154,40.141,0.3734,114.76,4.0838,-55537.0,522.72,-63.412,1.0006,-73285.0,825.09,-104.13,1.7664,90.0,0.001282051282051282,4.0,1.0,1.2094e-6,1.2094e-6,Ulrich2012cor,String[],,,
Biphenyl,92-52-4,SPB1000,-104.22,13.006,12176.0,865.51,13.596,1.8167,199.45,0.38941,38.841,0.73188,113.04,15.105,-47812.0,904.36,-57.325,1.9081,-60184.0,1886.8,-87.105,4.4157,90.0,0.001282051282051282,4.0,0.99999,1.6546e-5,1.6546e-5,Ulrich2012cor,String[],,,
"2,4-Dinitrotoluol",121-14-2,SPB1000,-104.1,4.4857,13555.0,337.84,13.349,0.61672,254.44,0.59196,42.746,0.57814,110.99,5.1277,-54143.0,742.3,-58.78,1.3927,-72395.0,1132.4,-100.24,2.3774,90.0,0.001282051282051282,4.0,1.0,1.9067e-6,1.9067e-6,Ulrich2012cor,String[],,,
Benzyl benzoate,120-51-4,SPB1000,-114.12,4.6562,14605.0,358.43,14.664,0.63861,263.29,0.70625,42.703,0.64395,121.93,5.3097,-56029.0,857.69,-60.605,1.581,-77158.0,1270.8,-108.17,2.6193,90.0,0.001282051282051282,4.0,1.0,2.0445e-6,2.0445e-6,Ulrich2012cor,String[],allergenic fragrances,,
Benzo[h]quinoline,230-27-3,SPB1000,-97.167,6.5343,13438.0,529.46,12.389,0.89111,284.64,1.4794,47.661,1.2743,103.01,7.4091,-54276.0,1479.4,-53.464,2.6144,-74325.0,2092.7,-97.671,4.1426,90.0,0.001282051282051282,4.0,1.0,3.9808e-6,3.9808e-6,Ulrich2012cor,String[],,,
Anthracene,120-12-7,SPB1000,-94.88,5.435,13088.0,433.5,12.106,0.74243,278.35,1.1312,47.441,1.011,100.66,6.1729,-53306.0,1156.9,-52.814,2.0694,-72265.0,1659.2,-94.872,3.3256,90.0,0.001282051282051282,4.0,1.0,2.7633e-6,2.7633e-6,Ulrich2012cor,String[],PAH,,
Acridine,260-94-6,SPB1000,-103.22,5.0823,13915.0,415.94,13.223,0.69244,288.14,1.222,48.517,1.0559,109.94,5.7573,-53990.0,1198.3,-52.347,2.1039,-75774.0,1678.9,-100.22,3.2967,90.0,0.001282051282051282,4.0,1.0,2.4037e-6,2.4037e-6,Ulrich2012cor,String[],,,
Diphenylsulfoxide,945-51-7,SPB1000,-201.64,Inf,20376.0,Inf,27.093,Inf,365.16,Inf,132.18,Inf,225.26,Inf,-25630.0,Inf,3.6898,Inf,-87613.0,Inf,-123.36,Inf,90.0,0.001282051282051282,3.0,1.0,3.7379e-25,Inf,Ulrich2012cor,"[""θchar > 100 °C""]",,,
1-Methylanthracene,610-48-0,SPB1000,-99.984,5.8046,13764.0,477.77,12.762,0.79034,290.68,1.4347,48.402,1.211,106.11,6.5713,-54610.0,1394.4,-53.013,2.4359,-75905.0,1947.1,-99.696,3.8075,90.0,0.001282051282051282,4.0,1.0,3.1315e-6,3.1315e-6,Ulrich2012cor,String[],,,
"2,4,6-Trichlorophenol",88-06-2,SPB1000,-259.04,88.342,23191.0,6862.0,35.159,12.132,256.62,17.369,61.478,29.96,292.33,100.87,-37957.0,18664.0,-27.805,34.995,-86664.0,26113.0,-138.2,53.033,90.0,0.001282051282051282,4.0,0.99983,0.00073789,0.00073789,Ulrich2012cor,String[],,,
Diethyl phthalate,84-66-2,SPB1000,-121.55,4.1871,14674.0,302.11,15.723,0.57865,235.83,0.35458,38.831,0.38205,130.73,4.8112,-55468.0,551.18,-65.138,1.0749,-74532.0,897.41,-109.27,1.9533,90.0,0.001282051282051282,4.0,1.0,1.6786e-6,1.6786e-6,Ulrich2012cor,String[],,,
Dibenzothiophene,132-65-0,SPB1000,-77.075,6.6979,11952.0,520.67,9.5782,0.9173,268.91,1.123,43.464,0.96138,79.638,7.6269,-56207.0,1264.9,-59.85,2.3036,-70454.0,1873.9,-91.749,3.8389,90.0,0.001282051282051282,4.0,1.0,4.2183e-6,4.2183e-6,Ulrich2012cor,String[],,,
Anthrachinon,84-65-1,SPB1000,-89.36,Inf,13645.0,Inf,11.19,Inf,311.24,Inf,48.057,Inf,93.035,Inf,-59084.0,Inf,-57.263,Inf,-79667.0,Inf,-101.52,Inf,90.0,0.001282051282051282,3.0,1.0,1.9691e-22,Inf,Ulrich2012cor,String[],,,
Anthrone,90-44-8,SPB1000,-92.054,Inf,13829.0,Inf,11.568,Inf,312.82,Inf,48.702,Inf,96.183,Inf,-58619.0,Inf,-56.195,Inf,-80051.0,Inf,-102.21,Inf,90.0,0.001282051282051282,3.0,1.0,3.4022999999999996e-22,Inf,Ulrich2012cor,String[],,,
"2,3-Dimethylphenol",526-75-0,SPB1000,-101.04,16.237,13104.0,1104.4,12.812,2.2611,209.7,0.60766,33.701,0.80275,106.52,18.8,-57521.0,1377.8,-75.285,2.8415,-70272.0,2643.0,-105.63,6.0678,90.0,0.001282051282051282,4.0,0.99999,2.5629e-5,2.5629e-5,Ulrich2012cor,String[],,,
Coumarin,91-64-5,SPB1000,-115.46,2.4057,13792.0,182.49,15.097,0.33055,256.53,0.37209,48.408,0.41413,125.52,2.7483,-48190.0,417.79,-47.136,0.78094,-69093.0,626.53,-94.515,1.3058,90.0,0.001282051282051282,4.0,1.0,5.4776e-7,5.4776e-7,Ulrich2012cor,String[],allergenic fragrances,,
3-Chlorophenol,108-43-0,SPB20,88.446,Inf,233.44,Inf,-13.903,Inf,139.72,Inf,28.536,Inf,-115.59,Inf,-49666.0,Inf,-76.453,Inf,-43919.0,Inf,-61.62,Inf,90.0,0.001282051282051282,3.0,1.0,3.4345999999999996e-28,Inf,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Dibenzylamine,103-49-1,SPB20,-89.32,0.37224,12316.0,25.841,11.223,0.051691,219.13,0.01947,35.684,0.023289,93.316,0.42979,-56465.0,37.121,-70.86,0.074996,-68515.0,66.914,-99.25,0.15089,90.0,0.001282051282051282,4.0,1.0,1.3395e-8,1.3395e-8,Ulrich2012cor,String[],,,
"1,2,4-Trichlorbenzol",120-82-1,SPB20,-37.388,Inf,7155.5,Inf,4.2029,Inf,139.25,Inf,31.366,Inf,34.945,Inf,-45082.0,Inf,-65.476,Inf,-46803.0,Inf,-69.92,Inf,90.0,0.001282051282051282,3.0,1.0,6.3951e-28,Inf,Ulrich2012cor,String[],,,
2-Nitrophenol,88-75-5,SPB20,-12.726,Inf,5628.2,Inf,0.70252,Inf,135.43,Inf,31.255,Inf,5.8411,Inf,-44409.0,Inf,-64.848,Inf,-44675.0,Inf,-65.537,Inf,90.0,0.001282051282051282,3.0,1.0,8.7443e-26,Inf,Ulrich2012cor,String[],aromatic,,
Naphthalene,91-20-3,SPB20,-38.895,Inf,7272.8,Inf,4.4249,Inf,142.85,Inf,31.859,Inf,36.791,Inf,-45164.0,Inf,-64.725,Inf,-47109.0,Inf,-69.724,Inf,90.0,0.001282051282051282,3.0,1.0,4.2608e-26,Inf,Ulrich2012cor,String[],PAH,,
"1,3-Dibromobenzene",108-36-1,SPB20,-19.146,Inf,6151.6,Inf,1.5973,Inf,142.88,Inf,31.542,Inf,13.28,Inf,-45623.0,Inf,-65.821,Inf,-46325.0,Inf,-67.626,Inf,90.0,0.001282051282051282,3.0,1.0,4.3701e-26,Inf,Ulrich2012cor,String[],,,
4-Chlorphenol,106-48-9,SPB20,-45.359,Inf,7988.8,Inf,5.2003,Inf,140.87,Inf,29.373,Inf,43.238,Inf,-48522.0,Inf,-73.354,Inf,-50721.0,Inf,-79.022,Inf,90.0,0.001282051282051282,3.0,1.0,2.3956e-27,Inf,Ulrich2012cor,String[],,,
4-Chloranilin,106-47-8,SPB20,-85.54,Inf,10231.0,Inf,11.008,Inf,147.98,Inf,31.699,Inf,91.524,Inf,-46518.0,Inf,-66.618,Inf,-51824.0,Inf,-80.175,Inf,90.0,0.001282051282051282,3.0,1.0,2.1325e-24,Inf,Ulrich2012cor,String[],,,
Chinolin,91-22-5,SPB20,-12.24,0.0021796,5937.4,0.13214,0.59983,0.00030878,154.66,1.7248e-5,32.217,1.8534e-5,4.9873,0.0025673,-47233.0,0.027438,-66.565,6.3671e-5,-47555.0,0.16825,-67.382,0.00042546,90.0,0.001282051282051282,4.0,1.0,4.7798e-13,4.7798e-13,Ulrich2012cor,String[],,,
2-Methylnaphthalen,91-57-6,SPB20,-32.292,8.3497,7264.8,511.34,3.423,1.181,159.6,0.062233,32.381,0.09234,28.46,9.8191,-48086.0,137.82,-67.275,0.31727,-50067.0,697.24,-72.266,1.7508,90.0,0.001282051282051282,4.0,1.0,6.9918e-6,6.9918e-6,Ulrich2012cor,String[],,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,SPB20,-54.674,18.209,8679.7,1124.6,6.5924,2.572,163.72,0.13006,32.908,0.2559,54.813,21.385,-48221.0,376.07,-66.536,0.85894,-52262.0,1620.9,-76.667,4.0448,90.0,0.001282051282051282,4.0,0.99998,3.3164e-5,3.3164e-5,Ulrich2012cor,String[],,,
Valerophenone,1009-14-9,SPB20,-61.556,12.714,9475.8,788.79,7.4366,1.7945,165.97,0.083824,31.05,0.17658,61.832,14.92,-51635.0,294.3,-73.745,0.66907,-56332.0,1171.2,-85.49,2.9122,90.0,0.001282051282051282,4.0,0.99999,1.6144e-5,1.6144e-5,Ulrich2012cor,String[],phenones,phenone,
Cinnamaldehyde,104-55-2,SPB20,-56.383,17.657,8825.0,1078.7,6.7917,2.4983,158.44,0.13066,31.604,0.17436,56.469,20.772,-49004.0,271.98,-69.702,0.62737,-52869.0,1447.5,-79.452,3.6411,90.0,0.001282051282051282,4.0,0.99999,3.1291e-5,3.1291e-5,Ulrich2012cor,String[],aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SPB20,-58.356,12.298,9350.6,764.61,6.9631,1.7352,167.01,0.080085,30.822,0.17619,57.894,14.427,-52262.0,299.35,-74.893,0.67907,-56721.0,1150.8,-86.027,2.8567,90.0,0.001282051282051282,4.0,0.99999,1.5094e-5,1.5094e-5,Ulrich2012cor,String[],,,
Diphenylether,101-84-8,SPB20,-48.681,0.047771,8748.3,3.0218,5.642,0.0067224,175.39,0.00038073,32.357,0.0010308,46.91,0.055893,-51696.0,1.6492,-71.413,0.003673,-55702.0,5.0499,-81.319,0.012362,90.0,0.001282051282051282,4.0,1.0,2.2655e-10,2.2655e-10,Ulrich2012cor,String[],,,
Acenaphthylene,208-96-8,SPB20,-55.048,2.4997,9029.4,161.95,6.6372,0.35049,186.94,0.038746,35.424,0.088802,55.185,2.9141,-49684.0,124.83,-64.147,0.27087,-55034.0,308.9,-77.204,0.74085,90.0,0.001282051282051282,4.0,1.0,6.1583e-7,6.1583e-7,Ulrich2012cor,String[],PAH,,
1-Bromonaphthalene,90-11-9,SPB20,-66.197,3.9099,9777.9,255.6,8.2097,0.5475,191.2,0.076213,36.142,0.15946,68.259,4.5521,-49602.0,219.46,-62.98,0.47164,-56510.0,510.45,-79.759,1.2145,90.0,0.001282051282051282,4.0,1.0,1.5027e-6,1.5027e-6,Ulrich2012cor,String[],,,
Dibenzofuran,132-64-9,SPB20,-68.715,6.3827,10082.0,420.44,8.5297,0.89277,194.81,0.14587,35.958,0.27725,70.92,7.4229,-50636.0,391.69,-64.363,0.83499,-58069.0,871.47,-82.346,2.0596,90.0,0.001282051282051282,4.0,1.0,3.9957e-6,3.9957e-6,Ulrich2012cor,String[],,,
1-Naphthol,90-15-3,SPB20,-97.117,7.1221,11995.0,468.59,12.481,0.9964,194.17,0.15601,35.444,0.30013,103.78,8.2845,-51231.0,435.16,-65.784,0.92902,-62042.0,967.24,-91.957,2.2875,90.0,0.001282051282051282,4.0,1.0,4.9771e-6,4.9771e-6,Ulrich2012cor,String[],,,
"1,3-Dinitrobenzol",99-65-0,SPB20,-76.976,1.9326,10788.0,125.82,9.6014,0.27078,189.24,0.031952,33.678,0.065751,79.831,2.2514,-52784.0,103.31,-70.313,0.22301,-60707.0,246.25,-89.6,0.58796,90.0,0.001282051282051282,4.0,1.0,3.6758e-7,3.6758e-7,Ulrich2012cor,String[],,,
Fluorene,86-73-7,SPB20,-70.4,7.1104,10384.0,478.21,8.7432,0.99164,204.58,0.24428,36.771,0.38315,72.695,8.245,-51606.0,540.32,-64.182,1.127,-59936.0,1089.3,-84.117,2.5274,90.0,0.001282051282051282,4.0,1.0,4.9298e-6,4.9298e-6,Ulrich2012cor,String[],PAH,,
Diphenylamine,122-39-4,SPB20,-87.798,0.0028842,11920.0,0.19551,11.059,0.0004018,208.18,0.00010706,35.119,0.00015077,91.949,0.0033408,-54850.0,0.23673,-70.113,0.00048986,-65717.0,0.46098,-96.019,0.0010618,90.0,0.001282051282051282,4.0,1.0,8.0936e-13,8.0936e-13,Ulrich2012cor,String[],,,
1-Nitronaphthalene,86-57-7,SPB20,-71.77,6.7674,10704.0,461.32,8.8849,0.94204,210.87,0.28527,36.583,0.39618,73.873,7.8326,-53245.0,580.02,-66.163,1.1931,-62173.0,1111.6,-87.387,2.5485,90.0,0.001282051282051282,4.0,1.0,4.4489e-6,4.4489e-6,Ulrich2012cor,String[],,,
Benzophenone,119-61-9,SPB20,-69.661,1.7189,10797.0,116.93,8.5085,0.23934,209.94,0.067139,34.902,0.090142,70.744,1.99,-55596.0,144.41,-71.24,0.29765,-64081.0,279.28,-91.43,0.64153,90.0,0.001282051282051282,4.0,1.0,2.8718e-7,2.8718e-7,Ulrich2012cor,String[],,,
2-phenylethenylbenzene,103-30-0,SPB20,-72.687,7.837,11160.0,541.46,8.91,1.0889,217.1,0.38436,35.387,0.46546,74.082,9.054,-56469.0,748.02,-71.344,1.5178,-65885.0,1374.6,-93.575,3.1144,90.0,0.001282051282051282,4.0,1.0,5.9447e-6,5.9447e-6,Ulrich2012cor,String[],,,
Hexachlorbenzol,118-74-1,SPB20,-77.093,6.6042,11121.0,458.74,9.6441,0.91701,219.47,0.37223,38.099,0.47105,80.186,7.6244,-52961.0,659.68,-63.665,1.3317,-63342.0,1189.7,-88.116,2.6818,90.0,0.001282051282051282,4.0,1.0,4.2156e-6,4.2156e-6,Ulrich2012cor,String[],,,
Phenanthrene,85-01-8,SPB20,-75.543,8.5668,11264.0,612.67,9.4033,1.185,232.68,0.68656,39.317,0.75157,78.184,9.8529,-54108.0,1044.7,-63.126,2.0499,-65263.0,1756.8,-89.035,3.8607,90.0,0.001282051282051282,4.0,1.0,7.04e-6,7.04e-6,Ulrich2012cor,String[],PAH,,
Dibutyl Phthalate,84-74-2,SPB20,-105.98,9.2646,14622.0,675.71,13.267,1.2785,241.13,0.76298,33.912,0.66184,110.31,10.63,-64847.0,1280.1,-82.249,2.468,-81518.0,2063.8,-120.63,4.4564,90.0,0.001282051282051282,4.0,1.0,8.1942e-6,8.1942e-6,Ulrich2012cor,String[],,,
Carbazole,86-74-8,SPB20,-91.398,4.0445,12692.0,294.57,11.529,0.55823,240.51,0.37815,38.973,0.37947,95.86,4.6414,-56290.0,554.32,-65.743,1.0701,-70718.0,895.89,-98.982,1.9369,90.0,0.001282051282051282,4.0,1.0,1.5622e-6,1.5622e-6,Ulrich2012cor,String[],,,
Fluoranthene,206-44-0,SPB20,-83.662,9.2338,12544.0,713.74,10.441,1.2655,266.32,1.4449,42.11,1.2286,86.815,10.522,-57462.0,1704.5,-62.674,3.1207,-72769.0,2537.7,-97.033,5.2217,90.0,0.001282051282051282,4.0,1.0,8.0282e-6,8.0282e-6,Ulrich2012cor,String[],PAH,,
