Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Pyrene,129-00-0,SPB20,-80.289,0.55278,12413.0,43.473,9.9719,0.075608,273.74,0.098026,42.976,0.080069,82.911,0.62864,-57864.0,109.79,-61.964,0.19804,-73098.0,160.62,-95.91,0.32596,90.0,0.001282051282051282,4.0,1.0,2.8658e-8,2.8658e-8,Ulrich2012cor,String[],PAH,,
4-Methyl-2-Nitrophenol,119-33-5,SPB20,-62.667,Inf,8964.5,Inf,7.7464,Inf,152.95,Inf,32.056,Inf,64.407,Inf,-47091.0,Inf,-66.676,Inf,-51146.0,Inf,-76.971,Inf,90.0,0.001282051282051282,3.0,1.0,7.182e-23,Inf,Ulrich2012cor,String[],,,
2-Nitrotoluol,88-72-2,SPB20,0.66489,Inf,5179.0,Inf,-1.319,Inf,139.46,Inf,29.747,Inf,-10.967,Inf,-47585.0,Inf,-71.485,Inf,-47043.0,Inf,-70.085,Inf,90.0,0.001282051282051282,3.0,1.0,1.082e-28,Inf,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Butyrophenone,495-40-9,SPB20,-22.875,Inf,6854.9,Inf,1.9809,Inf,150.95,Inf,29.903,Inf,16.471,Inf,-50010.0,Inf,-74.078,Inf,-51013.0,Inf,-76.633,Inf,90.0,0.001282051282051282,3.0,1.0,1.2862e-23,Inf,Ulrich2012cor,String[],phenones,phenone,
Indole,120-72-9,SPB20,-57.528,14.998,8977.2,924.88,6.9461,2.1189,163.01,0.10507,31.986,0.19236,57.753,17.617,-49451.0,298.34,-69.535,0.68237,-53668.0,1320.6,-80.116,3.299,90.0,0.001282051282051282,4.0,0.99999,2.2508e-5,2.2508e-5,Ulrich2012cor,String[],,,
Biphenyl,92-52-4,SPB20,-57.886,18.358,9155.7,1153.9,6.9856,2.5858,172.31,0.13438,32.833,0.36779,58.081,21.5,-50252.0,563.74,-68.966,1.2641,-55033.0,1857.5,-80.832,4.5708,90.0,0.001282051282051282,4.0,0.99999,3.352e-5,3.352e-5,Ulrich2012cor,String[],,,
"2,4-Dinitrotoluol",121-14-2,SPB20,-89.255,6.5629,11802.0,436.26,11.293,0.9168,199.05,0.17163,34.466,0.2852,93.894,7.6227,-53790.0,446.83,-70.071,0.94354,-64029.0,944.55,-94.727,2.2138,90.0,0.001282051282051282,4.0,1.0,4.2137e-6,4.2137e-6,Ulrich2012cor,String[],,,
Benzyl benzoate,120-51-4,SPB20,-72.751,7.6724,11563.0,538.3,8.8212,1.0639,224.17,0.44183,34.465,0.46909,73.343,8.8457,-59667.0,818.99,-76.134,1.6364,-69508.0,1444.7,-99.195,3.2298,90.0,0.001282051282051282,4.0,1.0,5.6743e-6,5.6743e-6,Ulrich2012cor,String[],allergenic fragrances,,
Benzo[h]quinoline,230-27-3,SPB20,-54.007,12.794,10048.0,915.69,6.3339,1.7694,233.43,0.99465,37.521,1.0107,52.663,14.712,-56865.0,1548.0,-68.412,3.0319,-64419.0,2622.0,-85.942,5.7644,90.0,0.001282051282051282,4.0,1.0,1.5696e-5,1.5696e-5,Ulrich2012cor,String[],,,
Anthracene,120-12-7,SPB20,-81.761,6.9661,11654.0,499.76,10.284,0.96325,233.96,0.58312,39.939,0.64225,85.503,8.0089,-53534.0,869.63,-61.726,1.7019,-65843.0,1449.2,-90.276,3.1752,90.0,0.001282051282051282,4.0,1.0,4.6515e-6,4.6515e-6,Ulrich2012cor,String[],PAH,,
Acridine,260-94-6,SPB20,-76.942,8.5106,11495.0,613.16,9.5684,1.1762,235.97,0.72863,39.135,0.76408,79.556,9.7791,-55071.0,1086.7,-64.325,2.1176,-66684.0,1800.1,-91.205,3.9306,90.0,0.001282051282051282,4.0,1.0,6.9349e-6,6.9349e-6,Ulrich2012cor,String[],,,
Diphenylsulfoxide,945-51-7,SPB20,-101.82,4.5431,13469.0,335.95,12.982,0.62593,246.84,0.49452,40.246,0.48518,107.94,5.2043,-55860.0,681.74,-63.583,1.2991,-72790.0,1070.1,-102.33,2.2825,90.0,0.001282051282051282,4.0,1.0,1.9641e-6,1.9641e-6,Ulrich2012cor,String[],,,
1-Methylanthracene,610-48-0,SPB20,-86.935,3.7008,12384.0,274.74,10.944,0.50959,248.91,0.42444,40.86,0.40952,90.996,4.237,-55459.0,563.12,-62.39,1.0682,-69919.0,882.54,-95.418,1.8773,90.0,0.001282051282051282,4.0,1.0,1.3019e-6,1.3019e-6,Ulrich2012cor,String[],,,
"2,4,6-Trichlorophenol",88-06-2,SPB20,-69.917,8.671,9699.6,540.17,8.7368,1.2231,167.96,0.060929,33.285,0.15089,72.642,10.169,-48604.0,220.75,-66.344,0.49974,-54267.0,823.02,-80.471,2.0399,90.0,0.001282051282051282,4.0,1.0,7.4994e-6,7.4994e-6,Ulrich2012cor,String[],,,
Diethyl phthalate,84-66-2,SPB20,-103.1,4.6797,13023.0,312.81,13.133,0.65321,201.63,0.13029,33.207,0.19819,109.2,5.4311,-56440.0,338.28,-75.034,0.71026,-68629.0,695.03,-104.3,1.6206,90.0,0.001282051282051282,4.0,1.0,2.1391e-6,2.1391e-6,Ulrich2012cor,String[],,,
Dibenzothiophene,132-65-0,SPB20,-57.032,22.019,10116.0,1559.0,6.7768,3.0496,228.45,1.5278,37.458,1.6536,56.346,25.356,-55847.0,2488.8,-67.496,4.9268,-63648.0,4310.8,-85.695,9.5648,90.0,0.001282051282051282,4.0,0.99999,4.6622e-5,4.6622e-5,Ulrich2012cor,String[],,,
Anthrachinon,84-65-1,SPB20,-90.722,1.5152,12913.0,114.9,11.423,0.20812,257.93,0.20399,41.194,0.18315,94.978,1.7304,-56927.0,256.84,-63.349,0.47834,-72877.0,390.49,-99.451,0.81594,90.0,0.001282051282051282,4.0,1.0,2.1714e-7,2.1714e-7,Ulrich2012cor,String[],,,
Anthrone,90-44-8,SPB20,-97.097,2.9751,13235.0,224.58,12.334,0.4089,255.74,0.39106,41.676,0.36477,102.55,3.3998,-55805.0,495.35,-61.671,0.9268,-72801.0,755.71,-100.23,1.5844,90.0,0.001282051282051282,4.0,1.0,8.3819e-7,8.3819e-7,Ulrich2012cor,String[],,,
"2,3-Dimethylphenol",526-75-0,SPB20,3.1961,Inf,5127.9,Inf,-1.7312,Inf,137.27,Inf,28.851,Inf,-14.394,Inf,-48543.0,Inf,-74.434,Inf,-47863.0,Inf,-72.673,Inf,90.0,0.001282051282051282,3.0,1.0,1.5377e-26,Inf,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Coumarin,91-64-5,SPB20,-103.38,1.1822,12065.0,77.18,13.46,0.16558,190.47,0.022733,36.904,0.05022,111.91,1.3767,-48427.0,66.072,-60.612,0.14224,-59671.0,153.39,-87.946,0.36523,90.0,0.001282051282051282,4.0,1.0,1.3745e-7,1.3745e-7,Ulrich2012cor,String[],allergenic fragrances,,
Ethylbenzene,100-41-4,SPBoctyl,-40.709,Inf,6540.7,Inf,5.1791,Inf,127.29,Inf,35.899,Inf,43.061,Inf,-37139.0,Inf,-37.366,Inf,-38745.0,Inf,-41.575,Inf,90.0,0.0003201024327784891,3.0,1.0,6.0692e-22,Inf,Ulrich2012cor,String[],BTEX,aromatic,
m-Xylene,108-38-3,SPBoctyl,-4.2175,Inf,4447.9,Inf,-0.023981,Inf,130.4,Inf,36.534,Inf,-0.19939,Inf,-37063.0,Inf,-36.462,Inf,-37055.0,Inf,-36.441,Inf,90.0,0.0003201024327784891,3.0,1.0,1.1238e-23,Inf,Ulrich2012cor,"[""lambertw > 0"", ""C < 0""]",BTEX,,
Nonane,111-84-2,SPBoctyl,-33.033,Inf,6468.1,Inf,3.9585,Inf,133.31,Inf,34.0,Inf,32.912,Inf,-40401.0,Inf,-44.017,Inf,-41826.0,Inf,-47.725,Inf,90.0,0.0003201024327784891,3.0,1.0,2.9707000000000004e-25,Inf,Ulrich2012cor,String[],alkanes,alkane,
Anisol,100-66-3,SPBoctyl,-1.6458,Inf,4380.4,Inf,-0.40097,Inf,135.57,Inf,36.761,Inf,-3.3338,Inf,-37783.0,Inf,-37.064,Inf,-37631.0,Inf,-36.67,Inf,90.0,0.0003201024327784891,3.0,1.0,7.4348e-26,Inf,Ulrich2012cor,"[""lambertw > 0"", ""C < 0""]",,,
Cyclohexanone,108-94-1,SPBoctyl,13.885,Inf,3074.2,Inf,-2.492,Inf,126.03,Inf,39.161,Inf,-20.719,Inf,-33831.0,Inf,-29.372,Inf,-33085.0,Inf,-27.412,Inf,90.0,0.0003201024327784891,3.0,1.0,1.9209e-20,Inf,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",ketone,,
Bromobenzene,108-86-1,SPBoctyl,67.747,62.864,207.26,3757.8,-10.191,8.9266,147.72,0.63109,39.394,0.70296,-84.734,74.22,-37386.0,676.48,-33.45,1.5907,-32495.0,4336.3,-20.95,11.063,90.0,0.0003201024327784891,4.0,0.99969,0.00039947,0.00039947,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",aromatic,,
Propylbenzene,103-65-1,SPBoctyl,58.31,41.632,975.28,2493.6,-8.9271,5.9096,148.71,0.39801,37.535,0.41813,-74.224,49.135,-39421.0,445.39,-38.067,1.0447,-35063.0,2918.3,-26.944,7.4364,90.0,0.0003201024327784891,4.0,0.99988,0.00017508,0.00017508,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Cyclohexanol,108-93-0,SPBoctyl,-89.214,Inf,9081.6,Inf,12.201,Inf,124.36,Inf,37.343,Inf,101.45,Inf,-35182.0,Inf,-33.126,Inf,-38667.0,Inf,-42.297,Inf,90.0,0.0003201024327784891,3.0,1.0,5.7576e-29,Inf,Ulrich2012cor,String[],alcohol,,
p-Chlorotoluene,106-43-4,SPBoctyl,59.832,37.164,811.21,2237.4,-9.1037,5.271,151.22,0.36155,38.526,0.40224,-75.692,43.825,-38867.0,411.16,-36.207,0.9594,-34233.0,2713.9,-24.414,6.8945,90.0,0.0003201024327784891,4.0,0.9999,0.00013928,0.00013928,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
"2,4,6-Trimethylpyridine",108-75-8,SPBoctyl,33.814,7.9227,2558.7,478.09,-5.4791,1.1233,152.37,0.07354,37.026,0.081595,-45.555,9.3392,-40659.0,90.696,-40.173,0.21122,-37818.0,589.42,-32.953,1.4951,90.0,0.0003201024327784891,4.0,1.0,6.3251e-6,6.3251e-6,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Octanal,124-13-0,SPBoctyl,-1766.8,2256.3,109470.0,130360.0,250.35,322.27,130.69,9.6899,19.495,16.225,2081.6,2679.5,-69558.0,57986.0,-116.86,143.41,-154270.0,125670.0,-337.95,323.22,90.0,0.0003201024327784891,4.0,0.71384,0.52065,0.52065,Ulrich2012cor,String[],aldehyde,,
2-Octanone,111-13-7,SPBoctyl,712.31,Inf,-37329.0,Inf,-102.11,Inf,147.16,Inf,31.615,Inf,-848.97,Inf,-46461.0,Inf,-55.16,Inf,2067.0,Inf,68.941,Inf,90.0,0.0003201024327784891,3.0,1.0,4.9976000000000005e-24,Inf,Ulrich2012cor,"[""A > 0"", ""B < 0"", ""C < 0""]",alkanones,ketone,
"1,3-Dichlorobenzene",541-73-1,SPBoctyl,33.13,19.575,2489.5,1210.6,-5.2883,2.7643,164.41,0.16799,39.859,0.41851,-43.969,22.983,-39938.0,420.46,-35.895,0.95899,-36666.0,1761.0,-27.699,4.39,90.0,0.0003201024327784891,4.0,0.99997,3.8306e-5,3.8306e-5,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",aromatic,,
Decan,124-18-5,SPBoctyl,25.664,34.388,3319.8,2084.5,-4.4177,4.8719,154.58,0.29689,35.12,0.34796,-36.731,40.507,-43313.0,433.34,-45.885,1.0058,-40941.0,2651.3,-39.873,6.7055,90.0,0.0003201024327784891,4.0,0.99993,0.00011899,0.00011899,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",Grob,alkane,alkanes
3-Chlorophenol,108-43-0,SPBoctyl,-27.342,12.116,6362.4,766.44,3.2457,1.7049,175.43,0.12259,41.012,0.41989,26.987,14.175,-40794.0,418.25,-35.562,0.9314,-43100.0,1281.3,-41.263,3.1364,90.0,0.0003201024327784891,4.0,0.99999,1.4572e-5,1.4572e-5,Ulrich2012cor,String[],,,
Cycloheptanon,502-42-1,SPBoctyl,14.82,7.8039,3380.7,474.73,-2.6442,1.105,156.32,0.076791,40.84,0.1162,-21.985,9.1872,-37551.0,107.68,-32.055,0.24926,-36092.0,618.73,-28.367,1.5611,90.0,0.0003201024327784891,4.0,1.0,6.1208e-6,6.1208e-6,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Benzaldehyde,100-52-7,SPBoctyl,48.567,21.396,1310.3,1269.7,-7.4658,3.042,144.12,0.212,39.343,0.2731,-62.074,25.292,-36796.0,258.14,-32.804,0.61376,-33437.0,1392.6,-24.181,3.5665,90.0,0.0003201024327784891,4.0,0.99996,4.639e-5,4.639e-5,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",allergenic fragrances,aldehyde,
"1,2-Dichlorobenzene",95-50-1,SPBoctyl,4.2353,22.087,4204.3,1380.4,-1.1607,3.1139,169.54,0.19525,41.537,0.63596,-9.6504,25.89,-39229.0,601.61,-33.235,1.3573,-38461.0,2145.4,-31.323,5.3044,90.0,0.0003201024327784891,4.0,0.99997,4.861e-5,4.861e-5,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",aromatic,,
Phenol,108-95-2,SPBoctyl,94.406,Inf,-1397.4,Inf,-14.045,Inf,130.81,Inf,38.163,Inf,-116.77,Inf,-35553.0,Inf,-32.631,Inf,-30787.0,Inf,-20.194,Inf,90.0,0.0003201024327784891,3.0,1.0,1.1684e-24,Inf,Ulrich2012cor,"[""A > 0"", ""B < 0"", ""C < 0""]",aromatic,,
4-Fluoroaniline,371-40-4,SPBoctyl,-53.986,62.97,7370.3,3729.3,7.1196,8.9555,143.12,0.61931,39.324,0.87548,59.196,74.46,-36639.0,822.96,-32.637,1.9639,-39784.0,4041.5,-40.719,10.355,90.0,0.0003201024327784891,4.0,0.99967,0.00040206,0.00040206,Ulrich2012cor,String[],aromatic,,
Aniline,62-53-3,SPBoctyl,-52.478,54.554,7211.1,3234.8,6.9356,7.757,143.73,0.55135,40.231,0.76834,57.665,64.495,-35916.0,692.48,-30.776,1.6493,-39015.0,3534.9,-38.733,9.0522,90.0,0.0003201024327784891,4.0,0.99974,0.00030165,0.00030165,Ulrich2012cor,String[],anilines,aromatic,
Dibenzylamine,103-49-1,SPBoctyl,-46.11,Inf,9627.3,Inf,5.5931,Inf,278.07,Inf,46.428,Inf,46.504,Inf,-54412.0,Inf,-43.333,Inf,-63158.0,Inf,-62.74,Inf,90.0,0.0003201024327784891,3.0,1.0,4.8864000000000005e-27,Inf,Ulrich2012cor,String[],,,
Iodobenzene,591-50-4,SPBoctyl,20.46,25.18,3240.1,1591.2,-3.4448,3.5438,174.93,0.25577,41.971,0.8918,-28.641,29.465,-39773.0,846.32,-33.385,1.8867,-37341.0,2641.6,-27.366,6.4733,90.0,0.0003201024327784891,4.0,0.99995,6.296e-5,6.296e-5,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
Benzonitril,100-47-0,SPBoctyl,-25.527,42.947,5647.0,2545.2,3.089,6.1072,143.47,0.42868,39.808,0.59474,25.683,50.778,-36252.0,546.72,-31.636,1.3031,-37625.0,2769.7,-35.164,7.0954,90.0,0.0003201024327784891,4.0,0.99984,0.00018698,0.00018698,Ulrich2012cor,String[],,,
Undecan,1120-21-4,SPBoctyl,8.0908,22.087,4684.3,1393.1,-1.9508,3.1094,174.03,0.18628,35.987,0.55975,-16.22,25.853,-46201.0,719.65,-47.937,1.6076,-44838.0,2288.4,-44.561,5.616,90.0,0.0003201024327784891,4.0,0.99997,4.8469e-5,4.8469e-5,Ulrich2012cor,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",Grob,alkane,alkanes
N-Methylaniline,100-61-8,SPBoctyl,-27.222,8.1634,6121.6,508.33,3.2844,1.1516,167.76,0.071673,41.596,0.21976,27.308,9.5746,-38858.0,205.68,-32.753,0.46584,-40981.0,772.4,-38.051,1.9152,90.0,0.0003201024327784891,4.0,1.0,6.6479e-6,6.6479e-6,Ulrich2012cor,String[],,,
Acetophenone,98-86-2,SPBoctyl,-23.595,12.817,5906.3,796.0,2.7639,1.8087,166.48,0.11179,41.2,0.32055,22.98,15.038,-39005.0,304.12,-33.342,0.69066,-40762.0,1189.7,-37.734,2.956,90.0,0.0003201024327784891,4.0,0.99999,1.64e-5,1.64e-5,Ulrich2012cor,String[],phenones,aromatic,
4-Methylphenol,106-44-5,SPBoctyl,-22.208,5.4091,5742.0,328.09,2.5505,0.76624,154.9,0.052213,39.401,0.069435,21.206,6.3709,-38665.0,68.787,-34.948,0.15956,-40041.0,419.18,-38.435,1.0596,90.0,0.0003201024327784891,4.0,1.0,2.9434e-6,2.9434e-6,Ulrich2012cor,String[],aromatic,,
Benzyl alcohol,100-51-6,SPBoctyl,-19.542,0.81669,5440.8,49.447,2.223,0.11573,154.0,0.0082036,40.625,0.010706,18.483,0.96219,-37342.0,9.9451,-32.043,0.0231,-38525.0,62.382,-35.043,0.15789,90.0,0.0003201024327784891,4.0,1.0,6.7139e-8,6.7139e-8,Ulrich2012cor,String[],allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,SPBoctyl,-34.739,1.498,6800.2,94.819,4.2986,0.21077,175.72,0.015467,41.367,0.053386,35.741,1.7525,-40497.0,52.338,-34.841,0.11647,-43561.0,159.09,-42.415,0.38922,90.0,0.0003201024327784891,4.0,1.0,2.2271e-7,2.2271e-7,Ulrich2012cor,String[],aromatic,,
"1,2,4-Trichlorbenzol",120-82-1,SPBoctyl,-29.85,10.294,6751.3,688.43,3.6186,1.4367,202.08,0.39403,44.884,0.78189,30.087,11.945,-41835.0,732.06,-32.653,1.5353,-45207.0,1526.5,-40.745,3.5616,90.0,0.0003201024327784891,4.0,0.99999,1.0348e-5,1.0348e-5,Ulrich2012cor,String[],,,
2-Nitrophenol,88-75-5,SPBoctyl,-26.637,4.3298,6250.7,278.75,3.2036,0.60767,183.91,0.070681,43.644,0.21589,26.637,5.0524,-39797.0,197.24,-31.693,0.43092,-42298.0,513.87,-37.82,1.2394,90.0,0.0003201024327784891,4.0,1.0,1.8512e-6,1.8512e-6,Ulrich2012cor,String[],aromatic,,
Naphthalene,91-20-3,SPBoctyl,-16.89,17.899,5933.4,1202.0,1.8024,2.4966,204.09,0.73778,44.895,1.3928,14.986,20.758,-42181.0,1315.1,-33.005,2.7455,-43891.0,2709.5,-37.1,6.3014,90.0,0.0003201024327784891,4.0,0.99998,3.1247e-5,3.1247e-5,Ulrich2012cor,String[],PAH,,
"1,3-Dibromobenzene",108-36-1,SPBoctyl,-23.758,8.0266,6382.5,542.3,2.7736,1.1186,206.92,0.37114,45.629,0.67639,23.061,9.3009,-41996.0,625.91,-32.099,1.2985,-44693.0,1255.2,-38.536,2.9032,90.0,0.0003201024327784891,4.0,1.0,6.2733e-6,6.2733e-6,Ulrich2012cor,String[],,,
4-Chlorphenol,106-48-9,SPBoctyl,-46.648,15.065,7489.7,955.15,6.0003,2.1191,176.52,0.16415,42.201,0.57458,49.889,17.619,-39839.0,543.2,-33.216,1.2067,-44155.0,1618.5,-43.878,3.9541,90.0,0.0003201024327784891,4.0,0.99999,2.2513e-5,2.2513e-5,Ulrich2012cor,String[],,,
4-Chloranilin,106-47-8,SPBoctyl,-23.918,17.857,6202.2,1166.6,2.8035,2.5008,190.94,0.41818,43.945,1.0575,23.31,20.793,-40750.0,983.34,-32.427,2.1144,-43103.0,2318.1,-38.145,5.521,90.0,0.0003201024327784891,4.0,0.99998,3.1352e-5,3.1352e-5,Ulrich2012cor,String[],,,
Chinolin,91-22-5,SPBoctyl,316.74,409.57,-13803.0,27199.0,-45.607,57.207,199.65,9.1665,28.807,10.651,-379.2,475.65,-64519.0,23985.0,-81.082,50.523,-22940.0,57358.0,18.97,135.34,90.0,0.0003201024327784891,4.0,0.99127,0.016407,0.016407,Ulrich2012cor,"[""A > 0"", ""B < 0"", ""C < 0""]",,,
2-Methylnaphthalen,91-57-6,SPBoctyl,-27.729,14.699,7019.5,1028.8,3.2625,2.0388,223.4,1.0999,45.663,1.5328,27.126,16.951,-44894.0,1520.0,-35.033,3.0415,-48512.0,2727.0,-43.52,6.1159,90.0,0.0003201024327784891,4.0,0.99999,2.0838e-5,2.0838e-5,Ulrich2012cor,String[],,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,SPBoctyl,-33.423,12.462,7549.2,889.7,4.0401,1.7239,232.45,1.1733,46.423,1.4822,33.591,14.334,-45784.0,1477.2,-35.175,2.899,-50569.0,2523.8,-46.292,5.5626,90.0,0.0003201024327784891,4.0,0.99999,1.4899e-5,1.4899e-5,Ulrich2012cor,String[],,,
Valerophenone,1009-14-9,SPBoctyl,-38.608,15.379,7954.5,1068.4,4.6985,2.1353,219.83,0.99006,43.103,1.3815,39.065,17.754,-46879.0,1514.3,-39.715,3.0538,-51951.0,2760.7,-51.655,6.2295,90.0,0.0003201024327784891,4.0,0.99999,2.2857e-5,2.2857e-5,Ulrich2012cor,String[],phenones,phenone,
Cinnamaldehyde,104-55-2,SPBoctyl,-29.628,13.372,6903.9,900.44,3.5425,1.8645,205.33,0.56385,43.953,1.0242,29.454,15.502,-43309.0,1014.3,-35.134,2.1118,-46706.0,2056.5,-43.257,4.7695,90.0,0.0003201024327784891,4.0,0.99999,1.7427e-5,1.7427e-5,Ulrich2012cor,String[],aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SPBoctyl,-43.192,13.822,8352.0,963.04,5.3128,1.9182,221.16,0.91255,42.674,1.2398,44.173,15.949,-47607.0,1394.2,-40.931,2.8037,-53401.0,2517.1,-54.552,5.6641,90.0,0.0003201024327784891,4.0,0.99999,1.8447e-5,1.8447e-5,Ulrich2012cor,String[],,,
Diphenylether,101-84-8,SPBoctyl,-40.13,12.147,8124.9,868.68,4.9369,1.6801,233.11,1.1388,45.56,1.408,41.047,13.969,-46773.0,1460.7,-37.01,2.8628,-52647.0,2480.3,-50.648,5.4572,90.0,0.0003201024327784891,4.0,0.99999,1.415e-5,1.415e-5,Ulrich2012cor,String[],,,
Acenaphthylene,208-96-8,SPBoctyl,-43.228,11.078,8357.7,828.87,5.4278,1.5237,253.21,1.6875,50.368,1.8732,45.13,12.668,-45735.0,1726.0,-31.51,3.2434,-53101.0,2702.7,-48.261,5.7212,90.0,0.0003201024327784891,4.0,0.99999,1.1638e-5,1.1638e-5,Ulrich2012cor,String[],PAH,,
1-Bromonaphthalene,90-11-9,SPBoctyl,-40.081,13.761,8286.9,1043.5,4.9664,1.8897,259.25,2.3071,50.232,2.4066,41.293,15.712,-46917.0,2284.3,-32.745,4.2393,-53906.0,3517.9,-48.543,7.3669,90.0,0.0003201024327784891,4.0,0.99999,1.7901e-5,1.7901e-5,Ulrich2012cor,String[],,,
Dibenzofuran,132-64-9,SPBoctyl,-43.501,8.6728,8636.8,660.48,5.4123,1.1903,261.02,1.4779,49.662,1.5055,45.0,9.8971,-47772.0,1472.1,-34.053,2.7223,-55469.0,2252.0,-51.419,4.6985,90.0,0.0003201024327784891,4.0,1.0,7.1033e-6,7.1033e-6,Ulrich2012cor,String[],,,
1-Naphthol,90-15-3,SPBoctyl,-57.213,17.723,9236.7,1306.9,7.3714,2.4423,246.31,2.3688,49.9,2.8294,61.29,20.306,-44961.0,2582.2,-31.175,4.9237,-54541.0,4108.8,-53.115,8.7965,90.0,0.0003201024327784891,4.0,0.99999,2.9902e-5,2.9902e-5,Ulrich2012cor,String[],,,
"1,3-Dinitrobenzol",99-65-0,SPBoctyl,-34.939,8.5133,7661.6,605.47,4.2416,1.1783,230.67,0.76242,45.945,0.97577,35.267,9.7971,-45934.0,985.39,-35.793,1.9412,-50895.0,1696.6,-47.34,3.7516,90.0,0.0003201024327784891,4.0,1.0,6.9606e-6,6.9606e-6,Ulrich2012cor,String[],,,
Fluorene,86-73-7,SPBoctyl,-40.833,11.233,8706.3,874.8,4.9996,1.5376,270.99,2.2073,49.464,2.0532,41.569,12.784,-49769.0,2105.0,-36.085,3.8147,-57292.0,3141.2,-52.895,6.4367,90.0,0.0003201024327784891,4.0,1.0,1.1852e-5,1.1852e-5,Ulrich2012cor,String[],PAH,,
Diphenylamine,122-39-4,SPBoctyl,-53.005,13.196,9591.9,1015.9,6.6554,1.8089,265.41,2.3361,48.28,2.2485,55.336,15.04,-49950.0,2366.3,-37.368,4.3382,-59656.0,3562.1,-59.175,7.3622,90.0,0.0003201024327784891,4.0,0.99999,1.6404e-5,1.6404e-5,Ulrich2012cor,String[],,,
1-Nitronaphthalene,86-57-7,SPBoctyl,-47.802,12.059,9033.6,933.13,6.0005,1.6521,267.77,2.3138,50.553,2.2799,49.891,13.736,-48123.0,2209.0,-33.586,4.0302,-56992.0,3309.2,-53.465,6.8122,90.0,0.0003201024327784891,4.0,0.99999,1.3683e-5,1.3683e-5,Ulrich2012cor,String[],,,
Benzophenone,119-61-9,SPBoctyl,-52.628,12.085,9570.0,932.27,6.6049,1.6564,266.3,2.1749,48.444,2.0846,54.916,13.772,-49945.0,2186.7,-37.207,4.0017,-59627.0,3284.3,-58.939,6.777,90.0,0.0003201024327784891,4.0,1.0,1.3754e-5,1.3754e-5,Ulrich2012cor,String[],,,
2-phenylethenylbenzene,103-30-0,SPBoctyl,-44.997,Inf,9560.6,Inf,5.4398,Inf,279.15,Inf,46.526,Inf,45.229,Inf,-54512.0,Inf,-43.321,Inf,-63067.0,Inf,-62.284,Inf,90.0,0.0003201024327784891,3.0,1.0,6.6889e-27,Inf,Ulrich2012cor,String[],,,
Hexachlorbenzol,118-74-1,SPBoctyl,737.85,Inf,-39376.0,Inf,-104.86,Inf,241.32,Inf,18.165,Inf,-871.85,Inf,-121150.0,Inf,-180.1,Inf,10781.0,Inf,123.58,Inf,90.0,0.0003201024327784891,3.0,1.0,7.257499999999999e-28,Inf,Ulrich2012cor,"[""A > 0"", ""B < 0"", ""C < 0""]",,,
Phenanthrene,85-01-8,SPBoctyl,-54.693,11.568,10130.0,975.62,6.888,1.5701,303.6,3.6814,54.022,3.0525,57.27,13.054,-51195.0,2965.7,-33.386,5.0476,-63428.0,4109.7,-59.879,7.9051,90.0,0.0003201024327784891,4.0,1.0,1.2358e-5,1.2358e-5,Ulrich2012cor,String[],PAH,,
Dibutyl Phthalate,84-74-2,SPBoctyl,-55.126,Inf,11212.0,Inf,6.6019,Inf,287.34,Inf,41.821,Inf,54.891,Inf,-62458.0,Inf,-56.054,Inf,-73290.0,Inf,-79.877,Inf,90.0,0.0003201024327784891,3.0,1.0,4.9657e-23,Inf,Ulrich2012cor,String[],,,
Carbazole,86-74-8,SPBoctyl,-33.215,Inf,8796.8,Inf,3.8432,Inf,294.14,Inf,48.637,Inf,31.954,Inf,-55014.0,Inf,-41.598,Inf,-61537.0,Inf,-55.851,Inf,90.0,0.0003201024327784891,3.0,1.0,1.764e-22,Inf,Ulrich2012cor,String[],,,
